350
38 38
16 19 224853
32 15 78976
18 27 156571
6 17 45636
22 26 185497
22 18 167941
33 35 128261
21 13 141979
31 22 78159
24 28 26253
36 24 98486
18 11 174710
28 20 39477
6 5 115888
9 15 109707
15 21 198493
26 28 164978
4 13 130840
28 36 118127
18 6 164353
14 15 146384
3 25 97431
18 25 152711
30 7 77123
14 13 84822
16 33 193143
9 28 74303
10 23 189498
26 10 206118
6 32 17345
4 11 192157
12 13 14367
23 25 153310
30 6 102885
7 36 172809
14 9 104233
2 28 148341
35 30 93760
32 5 107301
4 18 242230
33 14 139557
6 14 138739
33 3 90396
6 21 162836
27 9 55875
30 26 129894
20 24 19836
12 3 33530
12 11 75684
24 6 48942
1 24 87943
8 24 53978
12 31 12045
14 12 70455
13 7 74418
23 36 167638
36 13 119959
21 28 140147
4 19 217285
2 32 177423
10 1 148724
1 27 46204
18 28 141664
8 35 132479
14 11 146139
9 10 121201
30 31 22556
25 17 107207
34 15 108593
1 28 107584
12 30 34601
12 22 71872
5 30 13003
1 31 49944
19 9 134590
17 30 57249
16 34 129962
12 23 120682
15 1 42710
29 27 40629
32 31 79858
16 2 126005
5 28 93199
10 33 149359
8 11 117218
8 36 44508
18 36 112553
8 7 128301
14 30 105056
26 27 97286
31 24 37999
16 30 158642
3 14 103985
36 16 236799
27 25 75586
7 1 49735
3 36 106062
32 28 40034
33 27 91199
31 4 128518
17 5 70252
9 26 153161
3 32 41147
10 27 108832
27 32 89910
21 31 151893
30 24 60555
34 14 103119
23 33 189784
18 31 146519
26 32 187196
22 34 104536
27 8 95417
3 5 74270
21 35 119439
11 10 100603
33 36 174694
17 8 50672
2 12 102746
34 3 66194
27 13 36464
1 4 163629
23 16 229068
12 34 32664
3 13 35661
22 32 80595
27 22 88211
21 25 205745
35 10 137455
34 7 30085
7 15 92445
26 18 245138
17 10 69845
24 13 28085
32 35 110346
23 29 149073
34 23 99106
6 2 171030
1 19 108881
33 2 171848
21 20 133730
32 12 74677
35 28 70312
15 25 135730
35 26 178542
8 4 174185
3 6 56518
27 11 53587
29 5 72448
13 8 75451
27 36 139925
36 12 117828
12 9 33778
3 21 128082
15 23 127409
25 13 112050
31 9 45823
19 35 159971
6 1 130273
28 19 146407
21 5 187452
14 21 210303
25 12 97683
14 4 145529
33 29 121583
13 18 143496
19 29 129203
17 27 44745
1 21 201837
30 13 48968
4 27 138570
19 6 162492
35 24 85113
25 2 200429
25 22 57983
21 33 196714
20 18 135247
20 23 126800
21 26 243621
18 32 170746
35 13 73526
19 13 115179
12 26 119383
14 20 76573
2 13 117113
33 31 81147
35 17 81807
5 34 80268
20 1 68107
36 2 220574
12 27 22097
35 31 71204
14 19 171267
30 9 68379
6 28 22689
27 35 81256
26 16 243424
2 8 176066
6 25 127194
27 15 60144
4 23 182915
26 13 133750
35 22 116834
35 1 106315
11 29 94216
23 1 113469
19 17 123460
34 6 81543
23 18 255156
16 28 164566
16 5 171645
25 11 21999
2 17 125394
4 29 168954
2 21 242594
1 29 86833
29 31 40436
22 21 166424
29 21 192329
10 29 139216
2 10 195239
22 15 109859
31 11 63639
9 25 131461
18 12 141365
17 36 95180
25 29 116215
28 25 104505
23 6 180649
17 29 75129
19 8 174132
23 8 194002
18 15 200010
6 20 62166
26 3 146049
20 27 28215
9 2 136524
6 15 96321
3 30 61267
26 17 142031
5 18 182078
4 6 123255
22 33 128738
16 17 141619
7 4 113894
30 15 41328
31 19 88767
13 1 76356
27 31 10052
32 14 145132
12 21 139848
18 33 198231
6 29 120765
7 18 196346
30 20 40719
11 32 143497
6 9 96992
8 21 66528
9 13 48145
16 6 187255
11 13 90051
33 25 166785
34 21 145934
8 29 125801
30 23 86081
7 33 129153
29 3 79147
30 10 121336
35 23 125601
13 6 70415
1 9 76008
19 30 107499
35 5 106763
18 29 186955
2 5 150350
3 1 88655
29 26 137915
15 24 77987
31 34 44709
32 34 98888
24 22 47024
2 15 178675
22 4 147088
10 14 162948
33 26 188485
25 32 138578
27 14 92552
31 6 80329
10 24 67645
1 18 196463
5 15 28325
7 5 64120
30 27 32608
20 26 125501
25 5 107405
28 15 104240
4 25 205071
34 1 79820
25 1 121790
22 5 113718
13 17 24779
9 24 54662
23 14 191137
35 18 200524
32 21 169229
2 4 194885
30 25 108194
29 7 112532
33 34 101766
14 5 118059
23 28 166277
9 33 102880
12 16 124041
31 23 108637
5 4 164077
8 30 107921
34 36 150492
34 13 47031
15 13 90296
22 9 100580
17 28 22947
7 27 82148
15 19 66171
36 30 152429
3 18 129599
35 7 56580
4 35 110304
11 26 150873
27 24 48051
31 14 82500
26 6 187667
33 30 103703
29 20 58599
4 26 235856
32 9 103385
23 27 118689
34 20 38782
28 12 45595
24 18 122023
30 1 27388
19 27 98819
14 36 188283
19 34 133476
17 14 93103
7 20 66169
3 19 127478
9 8 102028
21 18 134573
6 27 90381
22 36 144404
10 7 147474
1 33 131091
36 20 111710
29 9 86259
3 17 10882
7 14 130506
2 14 173201
24 17 3306
11 9 109462
6 33 76228
10 25 78604
18 17 118717
21 19 240660
24 19 126766
3 31 38711
22 3 39448
19 25 174405
12 17 22648
29 32 120294
18 10 188562
34 27 54761
23 26 215975
30 11 86195
24 14 96409
25 24 105007
16 27 146138
5 27 31819
25 36 183725
3 28 33829
32 20 68559
33 4 185575
34 4 83809
15 36 176473
34 2 121753
9 34 56358
24 11 101638
30 2 137347
13 23 135049
31 10 98780
2 18 244111
31 5 35559
10 15 130480
26 19 196105
8 15 131965
22 13 74003
7 24 80935
14 1 132444
27 2 124843
19 18 235286
25 16 221724
2 22 174618
15 29 100773
28 14 116050
11 23 172276
21 9 168556
20 16 130159
22 6 69211
15 11 113731
3 9 62238
29 12 52481
17 1 84637
16 3 152501
3 23 147348
26 5 129105
11 21 183746
8 14 143775
13 10 94624
21 16 217317
10 6 89832
20 5 53722
8 22 99896
30 4 151074
2 24 128700
13 33 71233
22 17 49224
9 20 39896
35 14 129614
17 11 98332
19 2 203558
18 34 174029
3 10 60069
16 22 190843
13 32 76808
7 19 158616
30 21 174449
17 31 34693
7 21 176019
4 3 134395
31 16 136086
15 31 63884
18 30 169075
13 20 8249
30 34 67265
9 7 26273
11 2 178430
5 11 85406
33 5 116706
7 2 151838
26 14 189838
2 31 114791
12 35 59159
22 30 100715
1 2 164735
11 28 121279
12 24 25954
15 20 82047
32 4 140600
7 16 116536
28 27 67692
11 7 135735
10 21 179207
10 32 101216
23 9 154460
19 10 96635
25 20 103801
3 11 102350
12 20 6118
35 25 156842
6 35 93001
8 26 177093
29 35 111640
5 9 81382
15 26 157430
16 18 260336
36 9 146536
8 25 139217
36 5 165432
31 28 57640
4 20 122591
20 3 27412
32 19 145147
4 12 116473
3 15 70411
4 36 170457
6 11 143968
5 23 99084
21 17 117200
28 8 73619
8 12 73320
30 32 102414
20 33 62984
22 14 142327
17 34 55312
5 1 14385
15 16 199970
13 16 138408
7 3 88511
32 33 93573
16 8 192291
24 4 126819
24 26 145337
35 15 135088
29 22 118595
27 3 48763
9 18 170073
19 5 94496
35 20 65277
24 23 146636
31 13 26412
22 19 117256
29 14 122936
12 10 92493
6 7
5 2 379193
6 4 553976
4 1 379884
4 3 155990
3 1 223894
3 2 402713
3 6 397986
13 12
7 11 591200
1 5 38575
8 6 907865
2 13 504745
7 8 827187
7 5 698264
13 3 338483
1 6 833687
4 10 980581
4 8 910306
4 5 890782
5 8 128923
29 266
1 17 305334
6 3 283212
18 20 163739
13 12 287406
23 19 137963
4 9 119480
1 7 282454
22 2 217915
9 7 321518
29 24 323778
10 7 341918
15 1 262908
22 20 309904
21 27 157370
27 16 203837
9 22 297071
22 21 340946
9 19 161870
11 23 123358
18 15 161694
29 6 206927
25 14 181112
2 26 107481
3 24 215725
25 11 208646
22 13 135073
24 7 334243
27 29 206933
2 7 141785
15 17 109958
4 18 222783
1 10 301267
22 4 416551
25 5 254245
6 23 75796
24 15 345839
28 18 181364
19 28 138681
25 16 179543
13 23 222412
19 22 297418
6 27 134006
27 24 305584
6 10 250100
2 18 173558
5 14 101202
10 17 74101
15 7 188705
18 19 42683
23 10 174304
6 21 215701
16 26 151626
13 10 384718
2 11 73248
10 3 116905
23 4 318063
24 19 256522
11 5 210625
10 25 241679
11 12 203644
6 9 267059
20 8 266715
2 4 237197
12 29 229009
10 5 283032
21 11 263263
22 29 372144
4 7 202038
15 12 204233
20 7 298987
14 8 215767
11 16 117393
2 16 44145
4 20 239156
10 28 283592
9 18 204553
3 17 42804
19 21 164091
26 27 64209
2 14 60912
8 10 360562
8 19 60293
5 21 340035
18 21 206774
6 17 254167
7 12 298816
18 10 257586
25 22 353313
9 26 229795
14 7 80873
20 25 284723
20 24 370432
9 2 256314
25 6 161084
26 29 154722
3 19 231602
3 12 140889
3 18 274285
7 21 186029
29 8 209189
28 20 189745
20 1 207420
18 13 127132
14 28 95353
9 8 222163
24 26 303120
13 27 280622
10 11 297662
17 29 327094
8 7 238833
17 27 175695
1 27 197171
3 26 215176
27 15 65737
27 20 138667
20 16 226084
4 21 187589
13 28 269235
19 17 274406
14 3 237946
3 16 332844
12 10 156306
19 10 300269
20 23 80457
5 15 209034
13 11 283305
4 8 135527
9 21 307069
14 16 105057
28 7 176226
3 28 249720
21 8 224384
1 11 187282
19 16 175020
17 11 300994
7 29 323026
23 15 123947
13 1 96023
11 9 314621
18 26 89281
25 19 78301
14 12 217943
17 24 258529
19 14 167050
8 3 291895
22 24 221780
20 21 296037
24 2 302957
13 17 345236
16 6 69831
16 13 305574
7 19 178540
26 1 132962
27 14 173569
1 4 294746
7 25 100239
27 18 153490
10 22 317465
27 28 167498
26 12 74287
22 1 231096
4 16 281342
1 14 201581
17 23 178371
25 12 284552
2 8 179592
20 2 181939
7 17 296344
8 27 256466
3 2 288699
27 12 138496
20 3 289634
7 3 253540
26 10 168305
22 26 235446
13 14 224490
29 13 237071
19 29 236943
24 14 311197
12 18 163568
14 20 218114
29 11 254489
9 13 161998
6 14 61861
13 2 261429
4 11 310445
5 7 182075
24 8 316815
14 15 107832
2 21 221188
24 18 213839
18 1 222243
12 16 225913
8 13 230108
29 15 272670
22 3 302048
15 28 203185
20 9 304253
19 13 169815
2 19 130875
28 23 109288
20 11 152083
10 4 274494
25 2 135398
15 8 264670
6 1 139720
24 9 248705
20 10 242763
12 1 207249
22 18 262205
26 28 115287
1 25 192947
23 14 137657
6 24 277271
22 12 161159
4 12 298478
5 18 250420
4 24 230021
8 18 102976
26 7 224529
8 6 153906
28 8 138904
19 6 105189
10 27 232514
25 15 282678
3 4 157589
12 19 206251
21 26 221579
6 12 156082
3 5 311811
14 17 217790
5 16 206259
9 3 277069
15 10 184059
6 20 156253
1 24 182730
9 1 258021
13 7 305363
1 5 179405
5 8 309248
23 27 58210
21 28 182209
11 14 109423
24 12 356614
26 14 143656
19 27 196173
10 14 291891
23 3 221175
8 22 297641
2 10 275786
13 24 86707
29 1 287684
13 4 281478
22 17 259244
20 13 283725
28 4 274431
14 4 282911
3 11 330774
5 6 163063
15 16 212889
3 13 302432
9 15 347743
23 12 80286
12 5 285314
28 9 300551
29 14 242153
8 11
7 8 384217
1 7 104780
5 4 262188
7 2 250997
3 1 286605
6 8 670459
5 8 267843
4 3 512243
6 1 181462
2 1 355777
4 8 5655
23 94
5 3 676601
18 23 451206
17 8 522284
6 14 392297
5 19 563694
16 2 502850
21 18 356180
23 6 110850
3 2 362205
1 9 291205
2 13 377541
19 22 298412
6 5 478589
23 19 361005
18 10 227150
17 1 479397
9 3 383558
21 22 200649
21 6 240690
6 15 157585
11 20 313522
10 22 368651
11 21 276050
18 3 431997
19 9 264154
6 19 250155
13 23 403528
7 16 518559
4 9 502833
4 12 432083
10 3 293605
3 20 355490
4 19 466939
6 11 453701
7 20 208461
5 4 783983
6 4 564775
16 23 423941
15 5 471124
16 5 165498
15 13 264562
22 15 337601
20 10 246158
10 2 157358
22 8 238368
5 14 556069
14 17 371371
20 12 226672
9 18 493488
9 16 466223
17 19 582328
21 19 265979
2 15 112979
12 8 301865
9 10 266338
4 23 617289
10 23 224056
22 9 241802
12 11 371718
22 20 278805
10 16 426297
2 19 205549
22 13 73039
2 12 137872
7 23 260145
4 15 407190
17 7 354260
8 9 238656
3 4 548865
4 18 589961
14 19 315659
15 7 303714
2 4 468388
8 15 276972
14 7 315206
13 20 351844
16 8 652262
4 7 477453
18 5 372598
7 5 605189
2 6 198389
9 15 310717
3 14 260640
23 21 129840
7 9 312146
5 10 496223
11 3 270694
8 3 380124
1 23 410555
11 13 256497
21 14 214646
6 9 153132
9 20 315666
6 10 113206
20 169
19 2 279111
5 19 164301
20 16 363203
8 17 392210
1 6 78352
5 9 292987
8 4 44270
15 11 76889
10 15 160235
1 11 139330
17 16 439895
5 10 125954
12 20 349005
17 20 76692
8 16 241745
14 20 389955
3 9 358739
15 4 313477
15 12 306776
9 19 419936
16 11 362086
3 4 113260
3 18 285826
15 1 62441
9 17 179820
13 14 383336
6 3 277136
15 14 347726
10 8 322429
15 13 280500
15 6 84473
17 4 347961
19 10 268804
13 6 322409
11 19 233555
15 19 198582
17 14 466647
12 4 179580
13 19 271158
8 1 379645
11 20 119118
11 12 383665
19 1 171010
2 10 282697
4 13 448125
10 13 341851
18 10 104722
13 5 272217
1 3 278898
10 17 279156
7 3 242543
8 7 400073
11 6 161362
11 2 45556
8 14 186535
8 11 288784
9 14 387744
18 9 271755
3 14 29005
13 18 250996
11 14 270837
14 1 307903
17 2 241366
2 7 205078
17 19 317503
3 5 307058
10 12 187115
6 9 343179
7 11 159522
19 4 391143
12 1 244335
6 7 288526
17 7 350888
20 18 97742
12 17 425697
9 11 352389
1 17 181362
2 16 316515
5 2 156726
6 17 203394
6 5 50192
20 3 383568
5 11 111170
10 4 366695
17 3 460260
8 9 516269
5 15 34281
13 8 492395
20 4 271248
12 2 429221
10 3 362982
18 11 132402
18 7 251971
9 15 298741
1 13 244057
13 2 158055
7 15 236411
8 6 434666
12 18 251263
14 5 336063
17 15 118921
13 7 197125
8 2 334340
17 18 174434
10 7 342837
19 14 283657
18 5 21232
16 5 286693
2 14 225281
1 18 6928
11 3 299842
12 19 383886
19 7 74033
8 3 157530
19 3 308313
8 12 135310
9 20 256512
12 9 509168
16 15 320974
2 20 164674
11 4 244514
11 13 203611
7 16 267701
19 20 240827
4 9 471999
16 13 464826
12 5 272495
15 8 357747
18 16 265461
6 2 206926
15 2 122445
18 15 55513
2 1 184886
2 3 254306
11 10 237124
10 9 362621
18 2 177958
18 4 367659
17 11 195810
6 20 126702
5 1 28160
16 14 143650
1 4 374558
3 12 175867
18 6 71424
6 12 322687
6 10 176146
8 20 315518
7 4 355803
3 15 341339
6 14 306147
20 10 202464
19 8 435413
1 9 264827
16 1 272389
18 8 386573
16 3 114645
17 13 328598
7 9 345903
20 1 104670
16 6 336885
15 20 42229
4 14 142270
5 8 392028
10 14 391987
20 7 274196
16 19 193668
6 4 390396
10 16 370183
11 43
2 11 114235
3 1 228492
10 8 399884
2 10 299870
7 10 588990
8 9 214653
9 5 259079
2 7 417968
4 2 64424
2 6 84845
3 7 347065
8 3 170917
1 11 182314
6 9 29794
9 1 184756
10 3 241925
11 3 56290
8 6 184859
6 11 70232
5 11 271633
8 5 386260
10 4 235446
6 1 214550
6 5 229285
10 9 285661
4 3 6479
7 11 403355
1 10 367949
3 5 215343
4 7 353544
10 5 457268
4 9 50215
8 7 517982
7 1 547673
8 11 214249
2 9 114639
4 8 164438
7 5 379027
1 2 296549
6 10 255867
8 1 396563
7 9 362917
11 4 49811
30 201
1 7 118661
24 26 155034
26 14 294738
6 30 255034
20 6 181217
8 10 82792
22 25 206712
23 22 260533
28 19 151273
26 12 253754
2 26 210733
20 16 153077
29 8 249699
26 29 390073
19 23 252854
8 14 267114
21 20 59499
11 23 312594
7 22 251674
23 29 210283
2 8 183109
4 29 248205
14 9 60152
21 5 124047
17 10 141557
9 10 199027
28 14 242772
1 26 340126
15 14 216691
24 11 226735
12 5 239624
19 9 85709
2 9 23853
27 10 173342
13 22 252818
20 9 185666
27 19 174579
23 28 153654
4 25 23804
18 17 136663
4 12 192991
9 1 294297
26 6 188788
10 20 198814
4 28 205912
9 16 237873
17 9 271894
25 7 157728
5 23 197116
13 1 110907
21 8 215866
2 19 61856
29 18 260960
13 28 165903
9 3 172302
25 26 198793
15 5 131003
28 22 242469
20 26 238980
20 18 50435
11 13 460433
5 20 165418
13 3 176221
11 5 358175
5 28 162372
19 6 39911
4 11 420749
22 18 269222
2 21 120442
5 26 209050
22 1 281713
22 29 259266
27 29 161855
21 13 222356
9 11 259999
26 13 342405
14 18 195383
11 2 236146
14 11 320151
5 22 365739
8 19 204561
11 21 330347
5 14 206034
20 4 276859
24 16 123050
18 19 103884
12 27 128978
22 14 332993
6 24 229793
3 10 111308
28 8 204446
20 28 97824
2 28 158767
1 6 248499
28 17 89274
19 26 148877
12 1 240876
16 26 100613
3 1 173942
25 19 182251
11 3 284212
15 30 252659
27 6 214490
3 4 195594
23 8 231288
11 18 321283
27 7 81869
21 29 270024
21 6 144309
20 23 230842
1 29 49947
27 11 346246
22 6 345477
26 22 329708
26 9 234586
13 2 324670
21 18 9064
30 8 280976
22 27 244921
20 25 259296
19 24 198432
30 17 186468
25 6 222162
9 15 156539
30 24 29399
13 9 348523
27 17 37558
22 17 207386
27 28 51716
14 24 289931
26 23 240893
18 9 135231
5 13 328275
6 10 217645
19 13 288766
1 18 211013
7 10 97246
3 21 46135
19 11 298002
28 9 182620
3 6 172316
12 7 210837
25 1 221065
25 8 22310
11 29 508101
23 21 189471
4 5 266228
16 17 165163
12 8 194485
29 5 318723
21 19 112948
3 23 143336
25 15 111421
13 8 245654
8 18 224951
15 17 141307
23 15 225179
23 30 115258
18 26 188545
18 13 213292
13 14 396066
21 24 103612
3 22 232151
5 19 60173
28 24 67795
18 2 111378
11 7 363844
9 27 234336
11 12 371782
20 13 263727
23 6 217378
1 28 163624
15 13 217936
15 10 106904
18 28 47389
5 25 242424
29 28 213571
16 28 75889
16 27 127605
3 17 99592
2 3 148449
26 8 176483
30 27 148920
28 10 121626
2 22 367511
25 14 244804
10 24 168785
3 12 87570
18 12 124641
15 22 318133
14 7 301795
20 12 175076
3 26 166184
22 4 182908
3 14 232454
21 9 144295
24 27 119511
2 14 84005
14 17 319437
6 7 268637
17 2 248041
25 15
10 20 748490
23 19 890195
13 25 571722
11 20 115597
7 2 814882
7 18 467993
16 15 976040
4 23 640344
9 14 887919
11 5 955405
18 23 630733
10 23 570679
7 25 731161
11 9 584448
9 2 173950
32 111
17 2 147889
32 29 261509
25 8 183266
31 30 256436
20 1 192655
8 31 180646
6 29 105223
29 8 1957
10 31 13428
4 6 175527
20 11 205553
21 31 48744
26 28 116004
22 15 335722
24 9 200218
8 16 79868
7 17 21712
22 17 165353
27 18 237566
27 21 192258
30 21 207692
26 7 261352
11 29 262483
19 16 376
28 19 36831
16 31 101530
1 13 148095
18 5 316656
12 21 46275
13 14 205310
27 11 82299
19 20 167979
31 2 183457
4 12 113271
11 26 280088
18 13 304213
3 9 372239
10 26 139751
31 20 81560
26 22 157721
7 16 108893
18 26 423783
15 16 257550
13 11 125090
17 3 331668
7 19 108517
31 24 91346
5 9 368060
13 25 46520
15 25 173375
6 22 233847
30 17 134344
3 20 310217
7 12 171731
4 14 156049
9 15 303570
1 2 213092
11 25 141348
11 30 317651
13 12 46369
5 28 224558
16 24 115363
20 24 138196
18 14 276985
10 1 178567
26 2 304842
29 14 70521
1 30 195231
13 21 15131
16 17 87181
32 2 360618
18 25 320471
27 5 333418
5 30 235266
19 22 78548
27 23 177416
2 13 149844
24 19 114987
19 18 270948
29 12 185072
8 17 7313
7 30 156056
14 10 235782
18 12 328035
1 11 273185
7 28 145348
2 12 180988
9 1 299922
9 14 328389
30 18 81390
19 13 57254
9 32 281761
32 15 21809
27 10 237861
4 31 115740
28 29 118280
29 25 183913
19 1 90841
5 10 275453
10 18 334685
24 27 234860
15 8 285275
5 25 290208
4 2 67717
25 32 195184
28 25 140605
1 18 259012
7 27 200118
29 1 66243
10 6 243025
3 27 406881
36 590
4 32 167221
33 18 80762
12 19 111169
35 34 42396
30 28 173420
22 14 79861
25 26 45014
9 27 48944
36 35 162164
22 26 87148
31 9 79780
14 5 80191
35 7 108426
36 13 210407
5 2 117553
17 27 130072
31 6 104439
31 29 97976
26 8 60921
32 19 116371
12 27 112640
6 9 61377
34 36 122909
15 33 76773
26 14 7287
28 23 143380
27 20 86800
6 18 67772
11 7 136890
35 16 188477
31 7 137793
35 32 108002
36 25 120429
22 5 160052
14 33 68042
4 6 33925
13 19 127740
19 8 53671
26 11 69833
1 10 169243
30 22 113811
3 7 129119
20 10 158611
27 36 136102
3 24 96212
26 4 63989
10 9 187183
18 25 96503
6 22 25952
36 6 80685
31 10 193889
18 8 109554
7 5 167454
6 19 53946
4 20 65308
13 8 181411
29 1 64105
32 29 155888
15 16 118829
33 1 98507
32 1 146799
24 4 112086
16 10 240084
12 34 66652
5 3 134966
14 30 124583
12 11 83045
33 3 89078
36 11 54863
12 29 98470
36 28 95348
11 33 81307
31 8 65025
27 5 158385
15 25 61032
11 1 93011
5 15 129959
18 7 97786
3 10 151137
14 19 37
21 4 115622
19 29 86622
36 1 58330
5 31 130721
25 23 93738
1 21 94400
5 4 136893
14 29 86585
7 2 111706
2 10 154361
2 31 48753
33 10 89891
27 35 135863
31 1 33871
33 27 146236
9 18 102382
1 25 82766
2 4 94064
8 14 53634
26 30 131870
20 35 107004
3 35 99530
12 14 111132
11 21 55875
5 11 142737
25 28 119784
29 25 122661
7 17 139141
33 8 105451
28 6 121392
19 17 51915
30 9 149236
23 22 82161
16 9 150551
10 17 106055
13 1 152077
27 34 98833
11 18 93594
12 30 145082
18 23 2765
8 23 112319
2 16 106423
16 19 143822
28 22 147344
36 22 106637
20 32 124940
36 5 168986
18 22 84926
36 3 62634
2 3 74925
35 31 142282
11 3 7771
31 4 107232
12 10 75863
13 34 121588
11 13 190323
35 30 136339
20 33 76648
34 14 73214
22 33 133081
3 31 105305
31 14 50530
8 20 45028
34 25 96421
25 11 65566
16 7 218129
12 35 24256
31 25 88257
13 33 195819
16 18 146163
16 31 155176
28 29 101123
30 18 155631
24 25 80584
17 4 108580
2 34 93364
3 13 182552
12 15 139313
32 9 145584
28 15 64306
22 15 129629
17 1 82343
14 4 56702
29 21 128741
20 31 59136
4 19 56665
8 21 95790
8 9 82884
24 16 161918
13 30 252360
11 34 93512
34 28 140697
20 15 41162
20 21 108274
19 3 54812
6 27 55417
10 24 78166
32 8 169968
4 36 114610
29 13 211870
20 30 115977
21 14 116880
4 27 21492
22 29 166446
21 36 110738
16 11 149439
27 14 78194
12 16 180840
32 23 68296
14 13 127777
27 8 131828
30 5 204227
11 10 158908
16 28 158323
32 28 150998
34 1 103679
2 13 165139
24 22 95315
25 5 112081
11 15 95102
25 33 15741
20 5 88797
10 28 206261
21 23 146704
15 3 87331
30 17 114219
31 27 128724
28 12 178615
7 9 116439
16 34 146081
12 1 141597
36 8 65909
12 21 138920
2 35 127463
17 13 179655
36 18 122991
13 4 184405
7 24 81867
10 27 187470
23 14 75897
19 15 49805
20 16 135179
16 32 80475
19 2 37399
9 28 96659
24 28 156534
7 26 94550
32 30 168084
33 9 97292
10 19 157970
15 18 105688
10 34 94003
29 17 123084
6 16 123617
27 16 144591
7 19 87226
34 24 15837
8 24 107396
9 14 29250
17 28 119361
16 25 166245
2 32 153696
10 7 160033
9 19 29213
5 23 101258
24 21 159858
1 2 14882
14 16 143785
6 23 65007
27 19 78157
27 28 145603
25 8 89710
16 33 150504
33 29 138402
21 15 67112
26 13 135064
21 34 149387
9 1 59641
33 5 106172
1 6 84374
27 18 98915
2 36 73212
20 9 37856
20 1 39097
31 17 87834
11 14 62546
19 34 73251
24 30 162898
25 35 54025
6 14 53909
10 30 187946
23 7 95021
33 30 98055
1 5 110656
11 28 130029
23 9 105147
6 34 67690
21 35 163176
2 12 147693
36 26 96082
12 13 188240
14 35 106326
26 31 43243
22 3 44003
30 2 137011
24 13 137425
32 10 159609
17 16 166668
