Case #1: 38
2 33 292705
3 6 351633
3 10 300033
3 12 362442
3 13 502849
3 17 197622
3 18 357993
3 28 324386
3 29 366271
4 13 376730
4 16 202700
4 17 160970
4 24 215471
4 31 232813
5 7 518544
5 18 50921
5 20 314450
5 26 238064
5 32 320797
5 33 111881
6 9 39461
6 13 424025
6 19 333397
6 20 132138
6 21 228387
6 26 200334
6 27 145425
6 28 387591
6 29 287447
6 33 155451
7 15 241652
7 23 336746
7 30 346170
8 14 374329
8 16 292407
8 32 255159
9 12 147988
9 17 221366
9 33 194912
10 17 107501
10 18 246601
10 28 234265
10 32 252078
11 14 329931
11 17 348667
11 21 339160
11 28 444799
12 20 15989
13 21 308342
13 24 327984
13 27 386368
13 30 395564
13 33 376342
14 15 373245
14 19 352538
14 28 409151
14 33 320464
15 23 324461
15 26 105754
16 24 96231
16 28 85034
17 25 143519
17 33 107795
18 22 377920
18 23 320366
18 28 303662
18 31 298514
19 21 105010
19 22 247192
19 23 198348
19 26 396621
19 32 334338
20 21 267656
20 26 154546
22 27 225144
23 24 323000
23 25 412018
23 27 386320
23 29 140354
23 30 390580
24 25 93450
25 28 270283
26 28 396224
26 29 87113
26 32 82733
27 30 261159
28 33 234559
29 30 258986
30 33 252888
31 33 206255
Case #93: 243
1 3 28142
1 5 115123
1 8 56159
1 10 88369
1 13 121941
1 15 127535
1 16 101851
1 18 127757
1 19 6706
1 22 61905
1 23 139781
1 25 173926
1 26 59775
1 27 33740
1 32 119732
1 36 137888
1 40 12477
2 4 66865
2 9 11657
2 17 135672
2 19 91450
2 21 163447
2 32 63048
2 33 195163
2 39 76437
2 40 72267
3 5 143265
3 6 112730
3 9 103507
3 12 187368
3 26 87917
3 32 134462
3 35 146325
3 36 119560
3 37 163267
3 40 40619
4 6 87745
4 7 93650
4 10 36116
4 11 133538
4 14 83837
4 23 139598
4 25 113110
4 27 33557
4 28 81010
4 31 20238
4 35 65930
4 36 100187
5 6 135571
5 7 141476
5 13 132066
5 14 131663
5 19 121829
5 29 95222
5 31 68064
5 32 116241
5 35 113756
6 8 28429
6 17 133238
6 19 91294
6 26 80223
6 31 92939
6 35 96367
6 36 110158
6 37 71261
6 38 81853
7 11 102251
7 15 130070
7 22 83998
7 26 86128
7 28 155356
7 31 82186
7 35 120718
8 13 65782
8 15 134148
8 31 88926
8 35 124796
8 37 81244
9 13 84988
9 15 114942
9 16 105133
9 20 100528
9 24 85259
9 25 100839
9 26 71000
9 30 104534
9 31 83716
9 32 74705
9 35 105590
9 36 100935
9 39 88094
10 11 129529
10 12 126267
10 14 69051
10 15 87671
10 18 94798
10 19 95075
10 21 132698
10 25 119931
10 30 62128
10 33 164414
10 39 45688
10 40 75892
11 12 170984
11 13 115100
11 16 192256
11 19 169194
11 22 128146
11 23 236206
11 28 199504
11 31 138732
11 35 184424
11 40 150011
12 14 166924
12 15 198803
12 22 152731
12 27 146522
12 28 224089
12 29 114987
12 32 158566
12 33 290681
13 18 137380
13 21 199824
13 25 88078
13 27 99493
13 28 94568
13 31 64002
13 39 52463
14 16 149784
14 21 201749
14 23 206879
14 24 53872
14 28 96493
14 30 109849
14 32 36752
14 33 233465
14 36 17872
14 37 128804
14 38 76433
14 39 50538
14 40 107539
15 22 65630
15 24 92531
15 28 136988
15 32 119970
15 34 102828
15 37 168801
16 17 190736
16 18 103374
16 20 167249
16 21 245863
16 22 151052
16 23 228928
16 25 205972
16 28 222410
16 32 179838
16 40 114328
17 18 176407
17 19 167274
17 23 195951
17 25 130955
17 26 104053
17 32 77704
17 35 124121
17 36 58824
17 37 169756
17 38 102423
17 40 148091
18 21 227496
18 25 153231
18 26 111606
18 29 83518
18 31 124322
19 24 87992
19 26 66481
19 27 40446
19 29 106355
19 30 100015
19 35 124889
19 40 19183
20 22 80315
20 24 67487
20 25 72538
20 29 93946
20 31 65469
20 32 50367
20 34 109993
20 40 122223
21 27 131167
21 31 166658
21 32 164997
21 33 31716
21 34 140200
22 26 2130
22 33 190878
22 36 92057
23 25 217954
23 31 141532
23 32 190123
23 33 56842
23 34 115074
23 35 190484
24 30 58305
24 37 134495
24 39 50548
25 26 120632
25 27 140186
25 29 108651
25 30 154166
25 31 133348
25 34 149219
25 38 122262
25 39 140541
26 28 73488
26 30 33534
26 32 60893
26 36 92665
27 28 99523
27 30 59569
27 32 86928
27 33 162883
27 34 9033
28 34 108556
28 35 127636
28 38 75118
29 30 73408
29 33 175694
29 35 89599
30 38 35164
30 39 59311
31 37 122440
31 38 11086
32 35 110618
32 39 77987
32 40 108191
33 36 242722
33 39 210102
34 39 60845
35 39 32631
36 37 142826
36 39 68410
38 39 27407
38 40 45668
Case #94: 880
1 3 157251
1 4 28662
1 5 920
1 6 17196
1 7 75891
1 8 26501
1 9 145781
1 10 134818
1 12 135925
1 13 56308
1 14 17731
1 15 76793
1 17 135741
1 18 149202
1 19 19885
1 20 23012
1 21 89182
1 22 96416
1 23 132001
1 24 141205
1 25 196578
1 27 69161
1 28 113290
1 29 123481
1 30 140765
1 31 178484
1 32 91145
1 33 149241
1 34 24223
1 35 114406
1 36 47836
1 39 89337
1 41 37979
1 42 153710
1 43 43310
1 44 60111
1 46 31354
2 3 167887
2 4 80580
2 5 87514
2 7 127023
2 8 92485
2 9 180992
2 10 62098
2 11 174548
2 12 188318
2 13 116336
2 14 68863
2 15 142777
2 16 188374
2 17 169118
2 18 175113
2 19 85869
2 20 109606
2 22 138365
2 23 183133
2 25 275233
2 26 76289
2 27 120293
2 28 146667
2 29 174613
2 30 181446
2 31 211861
2 33 99013
2 34 110817
2 35 133848
2 36 134430
2 37 119860
2 38 162855
2 39 140469
2 40 149692
2 41 48615
2 42 80990
2 44 100792
2 45 69797
2 46 82486
3 5 158171
3 7 197680
3 8 163142
3 9 169514
3 10 153065
3 11 145888
3 12 159658
3 13 186993
3 14 139520
3 15 148812
3 16 207549
3 17 112560
3 18 126021
3 19 156526
3 20 180263
3 23 193187
3 24 202391
3 25 138287
3 26 146946
3 27 138905
3 28 118007
3 29 225644
3 31 183201
3 32 113668
3 33 116150
3 34 181474
3 35 93660
3 36 205087
3 37 48027
3 38 101719
3 39 191500
3 40 168867
3 41 119272
3 43 161503
3 44 171449
3 45 149642
3 46 153143
4 5 29582
4 6 45858
4 7 83943
4 8 34379
4 9 158124
4 10 106156
4 11 149766
4 12 164587
4 13 84970
4 14 25783
4 15 84845
4 16 119031
4 17 145286
4 18 131825
4 20 51674
4 21 60520
4 22 104468
4 23 140053
4 24 149257
4 25 205890
4 26 18357
4 27 77213
4 28 127859
4 29 131533
4 31 187079
4 32 62483
4 33 138964
4 34 52885
4 35 122458
4 37 117276
4 38 111571
4 39 97389
4 40 80349
4 42 125048
4 43 14648
4 44 31449
4 45 98457
4 46 39406
5 6 18116
5 7 76811
5 8 27421
5 9 144861
5 10 135738
5 11 142091
5 12 135005
5 13 55388
5 14 18651
5 15 77713
5 17 136661
5 18 150122
5 19 20805
5 20 22092
5 21 90102
5 22 97336
5 24 142125
5 25 195658
5 26 11225
5 27 70081
5 28 114210
5 29 124401
5 30 141685
5 31 179404
5 32 92065
5 33 150161
5 35 115326
5 37 110144
5 38 130498
5 39 90257
5 40 100043
5 41 38899
5 44 61031
5 45 128039
5 46 32274
6 7 93087
6 9 162977
6 10 133925
6 11 158367
6 12 153121
6 13 73504
6 14 34927
6 15 93989
6 16 155001
6 18 159594
6 19 37081
6 20 40208
6 21 92215
6 22 113612
6 23 149197
6 24 158401
6 25 213774
6 26 27501
6 27 86357
6 28 130486
6 31 195680
6 32 90252
6 33 161295
6 34 41419
6 35 131602
6 36 65032
6 37 126420
6 39 106533
6 41 55175
6 42 152817
6 46 48550
7 8 81782
7 9 79783
7 10 179047
7 11 122359
7 12 89639
7 13 132199
7 14 58160
7 15 132074
7 16 150988
7 17 116929
7 18 130390
7 19 75166
7 20 98903
7 21 144463
7 22 151697
7 23 56110
7 24 65314
7 26 65586
7 27 82344
7 28 94478
7 29 47590
7 30 196046
7 31 159672
7 32 146426
7 34 100114
7 35 127589
7 36 98560
7 37 149653
7 38 108301
7 39 13446
7 41 78408
7 42 160155
7 43 98591
7 44 115392
7 45 182400
7 46 44537
8 9 161565
8 10 110509
8 12 162426
8 13 82809
8 14 23622
8 15 82684
8 16 143696
8 17 148335
8 18 136178
8 19 25602
8 20 49513
8 21 68799
8 22 102307
8 23 137892
8 25 223079
8 26 16196
8 27 75052
8 28 139791
8 29 129372
8 30 146482
8 31 184918
8 34 50724
8 35 120297
8 36 74337
8 37 115115
8 38 145950
8 39 95228
8 40 105014
8 41 43870
8 42 129401
8 43 49027
8 46 37245
9 10 136076
9 11 79388
9 12 9856
9 13 200249
9 14 137943
9 15 144309
9 16 137440
9 17 73958
9 18 87419
9 20 166953
9 22 119986
9 23 23673
9 24 32877
9 25 261850
9 26 145369
9 28 51507
9 29 100481
9 30 179345
9 31 116701
9 32 156761
9 33 172991
9 35 147114
9 36 178343
9 37 121487
9 38 67795
9 39 66337
9 40 124857
9 41 158191
9 42 117184
9 43 164718
9 44 173757
9 45 143775
9 46 124320
10 11 112450
10 12 126220
10 13 175375
10 14 130961
10 16 159246
10 17 107020
10 18 113015
10 19 114933
10 20 142079
10 21 45636
10 22 98878
10 24 168953
10 25 246143
10 26 124513
10 27 116995
10 28 84569
10 29 199745
10 30 152356
10 31 149763
10 32 43673
10 34 140868
10 36 182654
10 38 100857
10 39 165601
10 40 120564
10 41 110713
10 42 18892
10 44 120033
10 45 7699
11 12 69532
11 13 197479
11 14 138835
11 15 64921
11 16 148267
11 17 50332
11 18 63793
11 19 140989
11 20 164183
11 21 135098
11 22 96360
11 23 103061
11 24 112265
11 25 249506
11 26 131409
11 27 139547
11 29 143057
11 30 155719
11 31 37313
11 32 133135
11 33 149365
11 35 123488
11 36 131357
11 37 97861
11 38 44169
11 40 109585
11 41 159083
11 42 93558
11 43 141092
11 45 120149
11 46 152458
12 13 190393
12 14 147799
12 15 134453
12 16 147296
12 17 64102
12 18 77563
12 19 155810
12 20 157097
12 21 148868
12 22 110130
12 23 33529
12 24 42733
12 25 263276
12 26 146230
12 28 41651
12 29 110337
12 32 146905
12 33 163135
12 34 158308
12 35 137258
12 36 183761
12 37 111631
12 38 57939
12 39 76193
12 40 123355
12 41 168047
12 42 107328
12 43 154862
12 45 133919
12 46 134176
13 14 74039
13 15 133101
13 16 194113
13 17 192049
13 18 205510
13 20 33296
13 21 145490
13 22 152724
13 23 188309
13 25 206862
13 26 66613
13 27 125469
13 28 169598
13 29 179789
13 30 197073
13 32 147453
13 33 199047
13 34 34507
13 36 104144
13 37 138966
13 38 185886
13 39 145645
13 40 155431
13 41 67721
13 42 194267
13 44 116419
13 45 167676
13 46 87662
14 16 120074
14 17 139565
14 18 153026
14 19 17006
14 20 40743
14 21 86303
14 22 93537
14 23 114270
14 24 123474
14 25 208488
14 26 7426
14 27 51430
14 28 131021
14 29 105750
14 30 137886
14 31 176148
14 32 88266
14 33 131510
14 36 65567
14 37 91493
14 38 137354
14 39 71606
14 40 81392
14 41 20248
14 42 149853
14 43 40431
14 44 57232
14 45 124240
14 46 13623
15 16 190871
15 17 115253
15 19 76068
15 20 99805
15 21 145365
15 22 104110
15 23 167982
15 24 177186
15 25 273371
15 26 66488
15 27 122227
15 28 92802
15 29 179664
15 30 196948
15 31 102234
15 32 147328
15 33 111817
15 34 101016
15 35 76982
15 36 66436
15 39 145520
15 40 152189
15 42 158479
15 43 99493
15 44 116294
15 45 152324
15 46 87537
16 18 145299
16 19 127808
16 21 179551
16 23 113767
16 25 205844
16 26 127500
16 28 120386
16 29 140993
16 30 168236
16 31 185580
16 32 181514
16 33 148724
16 34 162028
16 36 160474
16 37 159522
16 38 136674
16 40 38682
16 41 139759
16 42 178138
16 43 133679
16 44 87582
16 45 166945
16 46 106451
17 18 13461
17 19 141719
17 20 158753
17 21 84766
17 22 46028
17 23 97631
17 24 106835
17 25 244076
17 27 118401
17 28 22451
17 29 137627
17 31 87645
17 32 82803
17 36 181689
17 37 64533
17 38 38739
17 40 104155
17 41 135778
17 42 88128
17 43 130638
17 45 114719
18 19 140602
18 20 172214
18 21 71305
18 22 59489
18 23 111092
18 24 120296
18 25 257537
18 26 145600
18 28 35912
18 30 163750
18 31 101106
18 32 69342
18 33 121452
18 34 173425
18 35 86617
18 36 195150
18 37 77994
18 38 52200
18 40 117616
18 41 149239
18 42 101589
18 43 117177
18 44 163274
18 45 105316
18 46 166649
19 20 42897
19 21 69297
19 23 131276
19 24 140480
19 25 214667
19 26 9580
19 27 68436
19 28 133175
19 29 122756
19 30 120880
19 31 178302
19 32 71260
19 33 147741
19 34 44108
19 35 113681
19 36 67721
19 37 108499
19 38 120348
19 40 89126
19 41 37254
19 43 23425
19 44 40226
19 45 107234
19 46 30629
20 21 112194
20 22 119428
20 23 155013
20 24 164217
20 25 173566
20 26 33317
20 27 92173
20 28 136302
20 30 163777
20 32 114157
20 33 165751
20 34 1211
20 36 70848
20 38 152590
20 39 112349
20 40 122135
20 41 60991
20 43 66322
20 44 83123
20 45 134380
20 46 54366
21 22 130794
21 25 253918
21 26 78877
21 27 111052
21 28 107217
21 29 192053
21 30 172623
21 31 172411
21 33 78444
21 34 113405
21 35 113279
21 36 137018
21 37 146567
21 38 123505
21 40 140869
21 41 106551
21 42 64528
21 43 45872
21 44 91969
21 46 99926
22 23 143659
22 24 152863
22 25 204819
22 26 86111
22 27 72373
22 29 183655
22 30 196317
22 31 133673
22 32 128831
22 33 61963
22 34 120639
22 35 27128
22 36 144252
22 37 18505
22 38 72197
22 39 149511
22 40 102335
22 41 89750
22 42 117770
22 43 119116
22 44 135917
22 45 102470
23 24 9204
23 25 285523
23 26 121696
23 27 138454
23 28 75180
23 29 76808
23 30 203018
23 31 140374
23 32 171903
23 33 196664
23 34 156224
23 35 170787
23 36 154670
23 37 145160
23 39 42664
23 40 148530
23 42 140857
23 43 154701
23 44 171502
23 45 167448
24 25 294727
24 27 147658
24 28 84384
24 29 86012
24 30 212222
24 34 165428
24 35 179991
24 36 163874
24 37 154364
24 38 100672
24 39 51868
24 40 157734
24 41 143722
24 42 150061
24 44 180706
24 45 176652
24 46 109851
25 26 206883
25 28 221625
25 29 286992
25 30 93787
25 31 286819
25 32 251955
25 35 202303
25 36 244414
25 38 237913
25 39 252848
25 40 167162
25 41 226618
25 42 265035
25 43 220538
25 46 194865
26 27 58856
26 28 123595
26 30 130460
26 31 168722
26 32 80840
26 34 34528
26 35 104101
26 36 58141
26 37 98919
26 38 129928
26 39 79032
26 40 88818
26 41 27674
26 42 143405
26 43 33005
26 44 49806
26 45 116814
26 46 21049
27 28 111666
27 29 129934
27 30 159516
27 31 176860
27 32 113015
27 33 80080
27 34 93384
27 35 45245
27 36 91830
27 37 90878
27 38 127954
27 39 95790
27 40 29962
27 41 71678
27 42 135887
27 43 91861
27 46 37807
28 31 65194
28 32 105254
28 33 121484
28 34 137513
28 35 95607
28 36 159238
28 37 69980
28 40 81704
28 41 141225
28 42 65677
28 43 113211
28 44 130604
28 45 92268
28 46 139015
29 30 243014
29 31 180370
29 32 194016
29 33 210014
29 34 147704
29 35 175179
29 37 177617
29 38 131464
29 39 34144
29 40 159896
29 41 125998
29 42 180853
29 43 146181
29 45 207444
29 46 92127
30 31 193032
30 32 174586
30 33 189271
30 34 164988
30 35 204761
30 36 188601
30 37 197818
30 38 144126
30 39 208870
30 40 129554
30 41 132831
30 42 171248
30 43 126751
30 44 80654
30 45 160055
30 46 151509
31 32 170448
31 34 202707
31 36 168670
31 37 135174
31 38 81482
31 39 146226
31 40 146898
31 42 130871
31 43 178405
31 44 195798
31 45 157462
31 46 189771
32 33 76481
32 34 115368
32 35 111316
32 36 138981
32 37 144604
32 38 121542
32 39 159872
32 40 142832
32 41 108514
32 43 47835
32 45 35974
32 46 101889
33 34 164540
33 35 34835
33 36 171910
33 37 68123
33 38 121815
33 39 175870
33 40 110042
33 43 124316
33 44 156948
33 45 40507
33 46 117887
34 35 129705
34 36 72059
34 37 133447
34 38 153801
34 39 113560
34 41 62202
34 43 67533
34 44 84334
34 45 133169
34 46 55577
35 36 137075
35 37 45633
35 38 99325
35 39 141035
35 40 75207
35 41 116878
35 42 90642
35 43 137106
35 44 124107
35 45 75342
35 46 83052
36 37 157060
36 38 175526
36 39 112006
36 42 201546
36 44 107947
36 45 174955
36 46 54023
37 38 53692
37 39 143473
37 42 123930
37 43 131924
37 44 123422
37 45 108630
37 46 105116
38 39 97320
38 40 97992
38 41 124937
38 42 81965
38 43 96923
38 44 143020
38 45 108556
38 46 150977
39 40 125752
39 41 91854
39 42 146709
39 43 112037
39 44 128838
39 45 173300
40 41 101077
40 42 139456
40 44 48900
40 45 128263
40 46 67769
41 43 60679
41 44 52177
41 45 118412
41 46 33871
42 46 163476
43 44 46097
43 45 83809
43 46 54054
44 45 127732
44 46 70855
45 46 137863
Case #95: 344
1 2 115560
1 3 42055
1 4 117937
1 5 196203
1 6 127001
1 8 123238
1 11 186531
1 12 157320
1 13 32328
1 14 102726
1 15 74011
1 16 54898
1 17 82887
1 19 109764
1 20 83138
1 21 180088
1 25 4277
1 26 55895
1 27 179466
1 28 232222
1 29 137987
1 30 31239
2 3 157615
2 4 81561
2 5 87901
2 6 69898
2 7 109578
2 8 178512
2 9 139467
2 11 70971
2 12 42178
2 13 147888
2 14 116525
2 15 146162
2 19 119289
2 20 169690
2 22 117935
2 23 122290
2 24 170499
2 25 119837
2 26 143603
2 28 140532
2 29 170941
2 30 146799
3 5 171854
3 6 120198
3 7 80518
3 8 156739
3 9 50629
3 10 64908
3 11 201498
3 12 127243
3 13 65829
3 14 73571
3 15 43934
3 16 88399
3 17 116388
3 18 100177
3 19 80609
3 20 116639
3 21 195055
3 22 79255
3 23 40231
3 25 37778
3 26 25818
3 27 221521
3 28 203067
3 29 171488
4 5 85106
4 6 151459
4 7 116742
4 9 86853
4 10 149344
4 11 143869
4 12 39383
4 13 134309
4 14 109795
4 15 80158
4 16 72702
4 18 170835
4 19 116833
4 20 194696
4 21 146089
4 22 115479
4 23 120870
4 24 168043
4 25 122214
4 26 62042
4 28 222093
4 30 135398
5 8 207799
5 9 171959
5 10 171829
5 11 100258
5 12 45723
5 15 165264
5 16 157808
5 17 120349
5 20 113065
5 22 199376
5 25 191926
5 26 147148
5 27 151807
5 28 228433
5 29 167914
5 30 218888
6 8 227950
6 9 69569
6 10 158408
6 11 140869
6 12 112076
6 13 117025
6 14 46627
6 15 76264
6 16 113433
6 17 209888
6 18 115783
6 20 117634
6 24 100601
6 25 131278
6 26 94380
6 27 133804
6 28 176123
6 29 172483
7 9 29889
7 10 132526
7 11 120980
7 12 151756
7 13 77345
7 14 6947
7 15 36584
7 18 76103
7 19 9711
7 20 77954
7 21 114537
7 22 8357
7 23 107849
7 24 60921
7 25 105396
7 26 54700
7 27 173484
7 29 132803
7 30 78434
8 10 146091
8 11 107541
8 12 212027
8 13 147012
8 14 181323
8 15 197249
8 16 164676
8 18 181360
8 19 188361
8 20 197822
8 21 113984
8 22 187007
8 23 116508
8 24 196542
8 26 179133
8 27 242418
8 29 207511
8 30 145923
9 10 102637
9 11 150869
9 14 22942
9 15 6695
9 16 103642
9 17 154117
9 18 83982
9 19 29980
9 20 107843
9 21 144426
9 22 28626
9 23 77960
9 24 81190
9 25 75507
9 26 24811
9 28 152438
9 30 48545
10 11 217378
10 12 188727
10 13 55181
10 14 125579
10 15 105418
10 16 77751
10 17 51480
10 18 89529
10 21 211495
10 22 131263
10 23 29583
10 24 100276
10 26 87302
10 27 210873
10 28 255075
10 29 160840
10 30 54092
11 12 104486
11 13 162197
11 15 157564
11 16 194733
11 17 220607
11 20 154819
11 21 6443
11 22 129337
11 23 192701
11 24 181901
11 25 190248
11 27 134877
11 28 211503
11 29 99970
11 30 163286
12 13 173692
12 15 119541
12 16 112085
12 17 166072
12 18 210218
12 19 156216
12 20 158788
12 21 106706
12 23 160253
12 24 201317
12 26 101425
12 27 106084
12 28 182710
12 29 204456
12 30 174781
13 14 70398
13 16 78672
13 17 106661
13 18 36526
13 20 106912
13 21 168640
13 22 76082
13 23 30504
13 25 28051
13 26 72267
13 27 211794
14 16 80700
14 17 177059
14 19 7038
14 20 84901
14 21 121484
14 22 5684
14 24 58248
14 25 98449
14 27 180431
14 28 129496
14 29 139750
14 30 71487
15 16 110337
15 17 156898
15 18 90677
15 19 36675
15 21 151121
15 22 35321
15 23 80741
15 24 87885
15 26 18116
15 28 159133
15 29 169387
15 30 55240
16 18 113020
16 19 83464
16 20 129482
16 21 188290
16 22 82110
16 23 48168
16 24 128202
16 26 110793
16 27 218169
16 28 210196
16 29 184331
17 18 141009
17 19 184097
17 21 214164
17 22 182743
17 23 81063
17 24 151756
17 25 78610
17 26 138782
17 27 262353
17 28 306555
17 29 212320
17 30 105572
18 23 64852
18 24 15182
18 25 62399
18 27 245639
18 28 202926
18 29 196109
18 30 35437
19 20 87665
19 21 124248
19 23 107940
19 26 54791
19 27 183195
19 28 136534
19 29 142514
19 30 78525
20 21 161262
20 22 86311
20 24 138875
20 25 78861
20 27 105784
20 28 182410
20 29 54849
20 30 105823
21 22 122894
21 23 186818
21 24 175458
21 26 169237
21 27 128434
21 28 205060
21 30 169729
22 23 106586
22 25 104133
22 26 53437
22 27 181841
22 28 135180
22 29 141160
22 30 77171
23 24 80034
23 25 2453
23 26 62625
23 27 186196
23 28 230398
23 29 136163
23 30 29415
24 27 234405
24 29 193724
25 26 60172
25 27 183743
25 28 227945
25 29 133710
25 30 26962
26 27 207509
26 28 177249
26 29 187503
26 30 73356
27 28 76626
27 29 160633
27 30 210705
28 29 237259
28 30 200983
29 30 160672
Case #96: 717
1 2 225478
1 3 156292
1 4 107025
1 5 174607
1 8 109789
1 9 152270
1 10 165865
1 11 77948
1 12 114259
1 13 117476
1 14 12974
1 16 146872
1 17 181282
1 19 144314
1 20 77978
1 22 188270
1 24 130326
1 26 114953
1 27 251619
1 28 100895
1 29 143515
1 30 55979
1 31 133113
1 32 72051
1 33 268619
1 34 137575
1 35 180583
1 36 141084
1 38 70888
1 39 119210
1 41 104204
1 42 110063
1 44 150229
1 45 154090
1 46 90048
2 4 184272
2 5 81284
2 7 68090
2 8 171590
2 11 211498
2 15 84140
2 17 96242
2 19 169407
2 20 160946
2 21 166950
2 22 209479
2 23 131704
2 24 160971
2 25 215980
2 27 257837
2 30 189529
2 32 193446
2 33 298215
2 37 162534
2 38 187143
2 39 219298
2 40 165892
2 42 154702
2 44 194164
2 45 198729
2 46 148876
3 4 106982
3 6 69611
3 7 176562
3 9 112221
3 10 176383
3 13 195079
3 14 143318
3 15 192612
3 19 156581
3 20 78314
3 21 86833
3 22 157041
3 23 154159
3 25 157488
3 26 161516
3 27 225977
3 28 198030
3 30 180213
3 33 264904
3 34 178724
3 35 120312
3 36 171589
3 37 172187
3 39 216345
3 40 73368
3 42 190384
3 43 160373
3 44 150186
3 46 90384
4 5 198517
4 6 130830
4 7 116182
4 9 88220
4 10 69401
4 11 141249
4 12 118659
4 13 134699
4 14 119999
4 15 132232
4 16 39847
4 17 155834
4 19 188671
4 20 126028
4 21 101196
4 22 96661
4 24 23301
4 25 139683
4 26 104510
4 27 144594
4 28 184036
4 29 175564
4 31 113882
4 32 168439
4 33 229773
4 35 181531
4 36 78113
4 37 78711
4 38 164378
4 39 165721
4 41 126123
4 42 142112
4 45 117929
4 46 113958
5 6 80703
5 8 204556
5 9 123313
5 10 200836
5 11 214138
5 12 188171
5 13 172131
5 14 161633
5 16 238364
5 17 177526
5 19 88123
5 20 96629
5 22 180133
5 23 165251
5 25 148135
5 26 179831
